Timestamp;Index;TrackingId;CoordX;CoordY;CoordZ;R[0,0];R[0,1];R[0,2];R[1,0];R[1,1];R[1,2];R[2,0];R[2,1];R[2,2];Registration;GeometryId;PresenceMask;Fid[0];Fid[1];Fid[2];Fid[3];
0x00000001311fceda;0;2677;150.5106;-51.0552;716.1506;-0.9605599;0.2297744;0.1566153;0.2189802;0.9721722;-0.0832396;-0.1713834;-0.0456610;-0.9841457;0.1595;99900;15;0;3;1;2
0x00000001311ff1d6;0;2678;150.4824;-51.0681;716.1427;-0.9606262;0.2295869;0.1564837;0.2187677;0.9722058;-0.0834061;-0.1712833;-0.0458885;-0.9841526;0.1593;99900;15;0;3;1;2
0x00000001312014d1;0;2679;150.4422;-51.0900;716.1421;-0.9606637;0.2295356;0.1563287;0.2186760;0.9722031;-0.0836772;-0.1711901;-0.0462004;-0.9841542;0.1564;99900;15;0;3;1;2
0x00000001312037cc;0;2680;150.3917;-51.1092;716.1440;-0.9606715;0.2296161;0.1561626;0.2187381;0.9721757;-0.0838342;-0.1710672;-0.0463784;-0.9841672;0.1569;99900;15;0;3;1;2
0x0000000131205ac7;0;2681;150.3314;-51.1205;716.1478;-0.9606484;0.2298247;0.1559980;0.2189363;0.9721207;-0.0839535;-0.1709434;-0.0464961;-0.9841831;0.1576;99900;15;0;3;1;2
0x0000000131207dc3;0;2682;150.2669;-51.1262;716.1404;-0.9606293;0.2300725;0.1557501;0.2192305;0.9720702;-0.0837710;-0.1706734;-0.0463277;-0.9842380;0.1587;99900;15;0;3;1;2
0x000000013120a0be;0;2683;150.2020;-51.1314;716.1412;-0.9605926;0.2303479;0.1555693;0.2195504;0.9720141;-0.0835830;-0.1704687;-0.0461339;-0.9842826;0.1611;99900;15;0;3;1;2
0x000000013120c3b9;0;2684;150.1443;-51.1417;716.1530;-0.9605645;0.2305912;0.1553819;0.2198158;0.9719593;-0.0835232;-0.1702846;-0.0460740;-0.9843172;0.1596;99900;15;0;3;1;2
0x000000013120e6b4;0;2685;150.0922;-51.1608;716.1688;-0.9605628;0.2307294;0.1551874;0.2199559;0.9719231;-0.0835752;-0.1701135;-0.0461449;-0.9843435;0.1598;99900;15;0;3;1;2
0x00000001312109af;0;2686;150.0463;-51.1918;716.1864;-0.9605868;0.2307983;0.1549361;0.2200095;0.9718971;-0.0837372;-0.1699084;-0.0463495;-0.9843693;0.1618;99900;15;0;3;1;2
0x0000000131212cab;0;2687;150.0092;-51.2224;716.2175;-0.9605956;0.2308481;0.1548072;0.2200024;0.9718668;-0.0841062;-0.1698678;-0.0467341;-0.9843581;0.1601;99900;15;0;3;1;2
0x0000000131214fa6;0;2688;149.9820;-51.2407;716.2371;-0.9605868;0.2309137;0.1547639;0.2200507;0.9718457;-0.0842234;-0.1698549;-0.0468480;-0.9843549;0.1606;99900;15;0;3;1;2
